Frame,Angle_deg
frame0000.png,80.96892820355937
frame0001.png,80.99149625797484
frame0002.png,81.00620760124444
frame0003.png,81.008752722934
frame0004.png,81.008752722934
frame0005.png,80.72739822279969
frame0006.png,81.166585348781
frame0007.png,80.87710379462153
frame0008.png,81.166585348781
frame0009.png,81.166585348781
frame0010.png,80.94211187138235
frame0011.png,80.89266568774559
frame0012.png,80.98679564435727
frame0013.png,81.11934084947974
frame0014.png,81.22494425552033
frame0015.png,80.89539913459782
frame0016.png,80.92524197899131
frame0017.png,81.00620760124444
frame0018.png,81.069409899581
frame0019.png,80.98679564435727
frame0020.png,80.92524197899131
frame0021.png,80.98679564435727
frame0022.png,80.92524197899131
frame0023.png,80.98679564435727
frame0024.png,80.78107386189255
frame0025.png,80.75388725443675
frame0026.png,81.08507304285214
frame0027.png,80.78897345918332
frame0028.png,81.15818543980832
frame0029.png,80.96051719664487
frame0030.png,80.96892820355937
frame0031.png,80.96892820355937
frame0032.png,81.08507304285214
frame0033.png,81.08507304285214
frame0034.png,81.08507304285214
frame0035.png,81.07869834555834
frame0036.png,80.97036267803489
frame0037.png,81.15334831195885
frame0038.png,81.166585348781
frame0039.png,80.34816653319575
frame0040.png,80.77917595936209
frame0041.png,81.05054191579111
frame0042.png,81.05054191579111
frame0043.png,81.04892935832024
frame0044.png,81.08107138204616
frame0045.png,81.04892935832024
frame0046.png,80.92124213401104
frame0047.png,80.92124213401104
frame0048.png,81.11934084947974
frame0049.png,80.92524197899131
frame0050.png,81.00620760124444
frame0051.png,81.04892935832024
frame0052.png,80.70669140060288
frame0053.png,80.81608074915566
frame0054.png,81.05461816646104
frame0055.png,80.81608074915566
frame0056.png,80.96892820355937
frame0057.png,80.90972307917767
frame0058.png,80.99149625797484
frame0059.png,80.96051719664487
frame0060.png,80.99149625797484
frame0061.png,80.99149625797484
frame0062.png,81.06438615741824
frame0063.png,80.99149625797484
frame0064.png,81.10745129175186
frame0065.png,80.99149625797484
frame0066.png,80.81608074915566
frame0067.png,80.93714388565708
frame0068.png,81.06438615741824
frame0069.png,80.99149625797484
frame0070.png,80.99149625797484
frame0071.png,81.098283967108
frame0072.png,80.81116392264123
frame0073.png,81.00620760124444
frame0074.png,81.00620760124444
frame0075.png,80.15417763214744
frame0076.png,81.09325581622024
frame0077.png,80.87710379462153
frame0078.png,81.00620760124444
frame0079.png,81.00620760124444
frame0080.png,80.87710379462153
frame0081.png,80.79959953092965
frame0082.png,80.79959953092965
frame0083.png,81.0273733851036
frame0084.png,80.77011375627228
frame0085.png,80.87710379462153
frame0086.png,81.15818543980832
frame0087.png,81.25383773744478
frame0088.png,80.74659493176858
frame0089.png,81.06438615741824
frame0090.png,80.9952208747227
frame0091.png,80.77917595936209
frame0092.png,80.89737751170809
frame0093.png,80.81608074915566
frame0094.png,80.20379008252549
frame0095.png,80.77011375627228
frame0096.png,80.88213724620421
frame0097.png,80.81608074915566
frame0098.png,80.99149625797484
frame0099.png,81.15074152929894
frame0100.png,80.99149625797484
frame0101.png,81.25383773744478
frame0102.png,81.25383773744478
frame0103.png,80.97545937377727
frame0104.png,80.97545937377727
frame0105.png,80.97545937377727
frame0106.png,81.07869834555834
frame0107.png,80.97545937377727
frame0108.png,80.94927832281627
frame0109.png,80.94927832281627
frame0110.png,80.76170706870688
frame0111.png,80.94927832281627
frame0112.png,80.76170706870688
frame0113.png,80.76170706870688
frame0114.png,80.93714388565708
frame0115.png,80.93714388565708
frame0116.png,80.92294619907057
frame0117.png,81.14204123637164
frame0118.png,80.93349726018383
frame0119.png,80.92294619907057
frame0120.png,80.81608074915566
frame0121.png,80.99149625797484
frame0122.png,81.06043499684847
frame0123.png,80.81608074915566
frame0124.png,80.81608074915566
frame0125.png,80.88213724620421
frame0126.png,80.93349726018383
frame0127.png,81.04520587114875
frame0128.png,81.04520587114875
frame0129.png,81.04520587114875
frame0130.png,80.92294619907057
frame0131.png,80.94211187138235
frame0132.png,80.67640822186199
frame0133.png,81.09325581622024
frame0134.png,80.94211187138235
frame0135.png,80.34010692155766
frame0136.png,80.82379665962385
frame0137.png,81.09325581622024
frame0138.png,80.87710379462153
frame0139.png,80.735476014867
frame0140.png,80.735476014867
frame0141.png,80.92524197899131
frame0142.png,80.92524197899131
frame0143.png,80.72739822279969
frame0144.png,80.95242800009929
frame0145.png,80.86982351772131
frame0146.png,80.81608074915566
frame0147.png,81.008752722934
frame0148.png,80.81608074915566
frame0149.png,81.008752722934
frame0150.png,81.008752722934
frame0151.png,80.86982351772131
frame0152.png,80.86982351772131
frame0153.png,80.8376529542783
frame0154.png,80.81608074915566
frame0155.png,80.86982351772131
frame0156.png,80.84974322198512
frame0157.png,81.00465499632074
frame0158.png,80.88213724620421
frame0159.png,80.84974322198512
frame0160.png,81.0273733851036
frame0161.png,80.96051719664487
frame0162.png,81.0273733851036
